event_id,store_id,campaign_id,product_code,base_price,promo_type,quantity_sold(before_promo),quantity_sold(after_promo),city,campaign_name,start_date,end_date,product_name,category,cluster
6b26bc,STHYD-2,CAMP_SAN_01,P05,55,0,24,18,3,1,374,380,Atliq_Scrub_Sponge_For_Dishwash,3,0
dbd453,STMLR-1,CAMP_SAN_01,P03,200,4,195,776,5,1,374,380,Atliq_Suflower_Oil (1L),1,0
1fcb3a,STVSK-4,CAMP_DIW_01,P05,55,0,89,72,9,0,315,321,Atliq_Scrub_Sponge_For_Dishwash,3,1
0a45d8,STTRV-0,CAMP_DIW_01,P02,860,1,196,303,7,0,315,321,Atliq_Sonamasuri_Rice (10KG),1,1
e4235a,STVJD-0,CAMP_SAN_01,P09,90,0,33,30,8,1,374,380,Atliq_Body_Milk_Nourishing_Lotion (120ML),4,0
ca1e8f,STHYD-1,CAMP_DIW_01,P08,1190,4,54,167,3,0,315,321,Atliq_Double_Bedsheet_set,3,1
aa76f1,STHYD-0,CAMP_SAN_01,P11,190,2,42,65,3,1,374,380,Atliq_Doodh_Kesar_Body_Lotion (200ML),4,0
e8aca2,STCBE-4,CAMP_DIW_01,P08,1190,4,40,119,2,0,315,321,Atliq_Double_Bedsheet_set,3,1
c8670a,STCHE-0,CAMP_DIW_01,P15,3000,3,343,1056,1,0,315,321,Atliq_Home_Essential_8_Product_Combo,0,2
c99d18,STCHE-7,CAMP_DIW_01,P08,1190,4,54,218,1,0,315,321,Atliq_Double_Bedsheet_set,3,1
bcbc28,STVSK-1,CAMP_DIW_01,P02,860,1,253,389,9,0,315,321,Atliq_Sonamasuri_Rice (10KG),1,1
d7e3d8,STVJD-1,CAMP_DIW_01,P13,350,4,36,124,8,0,315,321,Atliq_High_Glo_15W_LED_Bulb,2,1
5991de,STMDU-0,CAMP_DIW_01,P09,110,2,43,58,4,0,315,321,Atliq_Body_Milk_Nourishing_Lotion (120ML),4,1
4ad894,STMLR-1,CAMP_DIW_01,P03,156,0,192,165,5,0,315,321,Atliq_Suflower_Oil (1L),1,1
72f1c0,STVSK-4,CAMP_DIW_01,P11,190,2,57,72,9,0,315,321,Atliq_Doodh_Kesar_Body_Lotion (200ML),4,1
465ef1,STCHE-4,CAMP_DIW_01,P04,290,0,304,273,1,0,315,321,Atliq_Farm_Chakki_Atta (1KG),1,1
db76f3,STBLR-0,CAMP_DIW_01,P01,172,1,294,438,0,0,315,321,Atliq_Masoor_Dal (1KG),1,1
8f4f8c,STVJD-1,CAMP_DIW_01,P02,860,1,210,321,8,0,315,321,Atliq_Sonamasuri_Rice (10KG),1,1
dd2475,STBLR-4,CAMP_DIW_01,P04,290,0,325,289,0,0,315,321,Atliq_Farm_Chakki_Atta (1KG),1,1
a0a2ec,STBLR-8,CAMP_SAN_01,P01,172,1,346,491,0,1,374,380,Atliq_Masoor_Dal (1KG),1,0
0f1be6,STCBE-2,CAMP_DIW_01,P12,62,2,89,129,2,0,315,321,Atliq_Lime_Cool_Bathing_Bar (125GM),4,1
5b357f,STMDU-1,CAMP_DIW_01,P15,3000,3,322,985,4,0,315,321,Atliq_Home_Essential_8_Product_Combo,0,2
380012,STMDU-3,CAMP_DIW_01,P06,415,0,56,50,4,0,315,321,Atliq_Fusion_Container_Set_of_3,3,1
3906da,STMLR-2,CAMP_SAN_01,P09,90,0,33,27,5,1,374,380,Atliq_Body_Milk_Nourishing_Lotion (120ML),4,0
c917a3,STCHE-3,CAMP_DIW_01,P04,290,0,350,311,1,0,315,321,Atliq_Farm_Chakki_Atta (1KG),1,1
3a8b79,STMDU-0,CAMP_DIW_01,P07,300,4,49,199,4,0,315,321,Atliq_Curtains,3,1
c48008,STBLR-2,CAMP_DIW_01,P14,1020,4,47,162,0,0,315,321,Atliq_waterproof_Immersion_Rod,2,1
88a405,STMLR-2,CAMP_DIW_01,P12,62,2,63,71,5,0,315,321,Atliq_Lime_Cool_Bathing_Bar (125GM),4,1
1ba928,STMDU-1,CAMP_DIW_01,P04,290,0,255,219,4,0,315,321,Atliq_Farm_Chakki_Atta (1KG),1,1
7d5e81,STCHE-5,CAMP_SAN_01,P07,300,4,43,167,1,1,374,380,Atliq_Curtains,3,0
43feca,STMDU-3,CAMP_DIW_01,P13,350,4,56,184,4,0,315,321,Atliq_High_Glo_15W_LED_Bulb,2,1
9779b0,STVSK-2,CAMP_DIW_01,P10,65,2,85,128,9,0,315,321,Atliq_Cream_Beauty_Bathing_Soap (125GM),4,1
bd2635,STHYD-5,CAMP_DIW_01,P04,290,0,327,310,3,0,315,321,Atliq_Farm_Chakki_Atta (1KG),1,1
4f255c,STHYD-1,CAMP_SAN_01,P08,1190,4,52,134,3,1,374,380,Atliq_Double_Bedsheet_set,3,0
386fdc,STVSK-1,CAMP_DIW_01,P01,172,1,257,364,9,0,315,321,Atliq_Masoor_Dal (1KG),1,1
3df185,STCBE-2,CAMP_DIW_01,P11,190,2,40,62,2,0,315,321,Atliq_Doodh_Kesar_Body_Lotion (200ML),4,1
a37f93,STVSK-3,CAMP_DIW_01,P14,1020,4,38,117,9,0,315,321,Atliq_waterproof_Immersion_Rod,2,1
939435,STMLR-2,CAMP_SAN_01,P07,300,4,24,96,5,1,374,380,Atliq_Curtains,3,0
38b760,STMDU-0,CAMP_DIW_01,P14,1020,4,33,126,4,0,315,321,Atliq_waterproof_Immersion_Rod,2,1
660f7c,STMYS-1,CAMP_SAN_01,P07,300,4,43,186,6,1,374,380,Atliq_Curtains,3,0
5c8b9f,STMDU-1,CAMP_DIW_01,P01,172,1,187,289,4,0,315,321,Atliq_Masoor_Dal (1KG),1,1
9.57E+11,STHYD-1,CAMP_SAN_01,P15,3000,3,103,177,3,1,374,380,Atliq_Home_Essential_8_Product_Combo,0,0
ddddb3,STBLR-2,CAMP_DIW_01,P09,110,2,103,136,0,0,315,321,Atliq_Body_Milk_Nourishing_Lotion (120ML),4,1
90b2fb,STCHE-6,CAMP_DIW_01,P07,300,4,59,201,1,0,315,321,Atliq_Curtains,3,1
cf9994,STCHE-5,CAMP_SAN_01,P10,50,0,37,31,1,1,374,380,Atliq_Cream_Beauty_Bathing_Soap (125GM),4,0
fb4f00,STCHE-0,CAMP_DIW_01,P11,190,2,80,102,1,0,315,321,Atliq_Doodh_Kesar_Body_Lotion (200ML),4,1
b41e58,STCBE-4,CAMP_DIW_01,P02,860,1,255,377,2,0,315,321,Atliq_Sonamasuri_Rice (10KG),1,1
567271,STMDU-0,CAMP_DIW_01,P10,65,2,78,102,4,0,315,321,Atliq_Cream_Beauty_Bathing_Soap (125GM),4,1
902a62,STHYD-2,CAMP_DIW_01,P06,415,0,96,77,3,0,315,321,Atliq_Fusion_Container_Set_of_3,3,1
da5d21,STBLR-9,CAMP_DIW_01,P10,65,2,92,125,0,0,315,321,Atliq_Cream_Beauty_Bathing_Soap (125GM),4,1
8f2264,STBLR-7,CAMP_DIW_01,P12,62,2,124,184,0,0,315,321,Atliq_Lime_Cool_Bathing_Bar (125GM),4,1
1e2a0e,STBLR-9,CAMP_DIW_01,P01,172,1,329,467,0,0,315,321,Atliq_Masoor_Dal (1KG),1,1
7a6449,STHYD-3,CAMP_DIW_01,P10,65,2,131,203,3,0,315,321,Atliq_Cream_Beauty_Bathing_Soap (125GM),4,1
6.24E+11,STMLR-0,CAMP_SAN_01,P03,200,4,206,541,5,1,374,380,Atliq_Suflower_Oil (1L),1,0
5aa413,STCHE-1,CAMP_SAN_01,P08,1190,4,43,109,1,1,374,380,Atliq_Double_Bedsheet_set,3,0
11a64e,STCHE-7,CAMP_SAN_01,P06,415,0,31,28,1,1,374,380,Atliq_Fusion_Container_Set_of_3,3,0
67820e,STBLR-0,CAMP_SAN_01,P10,50,0,31,25,0,1,374,380,Atliq_Cream_Beauty_Bathing_Soap (125GM),4,0
cd0d8e,STMDU-2,CAMP_DIW_01,P11,190,2,66,77,4,0,315,321,Atliq_Doodh_Kesar_Body_Lotion (200ML),4,1
ee63b3,STHYD-4,CAMP_DIW_01,P02,860,1,362,521,3,0,315,321,Atliq_Sonamasuri_Rice (10KG),1,1
abffa2,STCHE-5,CAMP_DIW_01,P07,300,4,59,206,1,0,315,321,Atliq_Curtains,3,1
5487a6,STBLR-0,CAMP_DIW_01,P03,156,0,358,315,0,0,315,321,Atliq_Suflower_Oil (1L),1,1
0a4160,STCHE-7,CAMP_DIW_01,P03,156,0,330,323,1,0,315,321,Atliq_Suflower_Oil (1L),1,1
6422b4,STCBE-0,CAMP_DIW_01,P01,172,1,255,425,2,0,315,321,Atliq_Masoor_Dal (1KG),1,1
6c7601,STCBE-2,CAMP_SAN_01,P14,1020,4,78,334,2,1,374,380,Atliq_waterproof_Immersion_Rod,2,0
d3575d,STMLR-2,CAMP_DIW_01,P02,860,1,210,268,5,0,315,321,Atliq_Sonamasuri_Rice (10KG),1,1
75ad53,STVJD-1,CAMP_DIW_01,P05,55,0,59,48,8,0,315,321,Atliq_Scrub_Sponge_For_Dishwash,3,1
a08c5e,STMYS-2,CAMP_DIW_01,P05,55,0,99,88,6,0,315,321,Atliq_Scrub_Sponge_For_Dishwash,3,1
d8a4ae,STBLR-0,CAMP_SAN_01,P05,55,0,28,22,0,1,374,380,Atliq_Scrub_Sponge_For_Dishwash,3,0
14f1e9,STBLR-4,CAMP_DIW_01,P08,1190,4,49,163,0,0,315,321,Atliq_Double_Bedsheet_set,3,1
11178a,STCBE-0,CAMP_DIW_01,P07,300,4,36,118,2,0,315,321,Atliq_Curtains,3,1
62775f,STCHE-2,CAMP_DIW_01,P07,300,4,59,196,1,0,315,321,Atliq_Curtains,3,1
5.88E+11,STHYD-3,CAMP_DIW_01,P12,62,2,112,178,3,0,315,321,Atliq_Lime_Cool_Bathing_Bar (125GM),4,1
4fca07,STMLR-2,CAMP_SAN_01,P01,172,1,183,215,5,1,374,380,Atliq_Masoor_Dal (1KG),1,0
a216f7,STCBE-2,CAMP_DIW_01,P06,415,0,77,68,2,0,315,321,Atliq_Fusion_Container_Set_of_3,3,1
18a68a,STMLR-0,CAMP_DIW_01,P01,172,1,173,250,5,0,315,321,Atliq_Masoor_Dal (1KG),1,1
1f5ed3,STVSK-1,CAMP_SAN_01,P08,1190,4,33,131,9,1,374,380,Atliq_Double_Bedsheet_set,3,0
58e374,STBLR-0,CAMP_DIW_01,P07,300,4,64,250,0,0,315,321,Atliq_Curtains,3,1
f7aec5,STCHE-5,CAMP_SAN_01,P13,350,4,87,341,1,1,374,380,Atliq_High_Glo_15W_LED_Bulb,2,0
f4192d,STMYS-1,CAMP_DIW_01,P11,190,2,84,121,6,0,315,321,Atliq_Doodh_Kesar_Body_Lotion (200ML),4,1
a71e7c,STCBE-2,CAMP_SAN_01,P12,62,2,33,51,2,1,374,380,Atliq_Lime_Cool_Bathing_Bar (125GM),4,0
f49149,STMYS-0,CAMP_SAN_01,P06,415,0,27,22,6,1,374,380,Atliq_Fusion_Container_Set_of_3,3,0
e7cb59,STCHE-3,CAMP_DIW_01,P11,190,2,96,120,1,0,315,321,Atliq_Doodh_Kesar_Body_Lotion (200ML),4,1
8b1147,STVSK-0,CAMP_SAN_01,P15,3000,3,73,170,9,1,374,380,Atliq_Home_Essential_8_Product_Combo,0,0
8d349f,STCBE-4,CAMP_SAN_01,P10,50,0,22,18,2,1,374,380,Atliq_Cream_Beauty_Bathing_Soap (125GM),4,0
096adc,STBLR-8,CAMP_SAN_01,P02,860,1,441,626,0,1,374,380,Atliq_Sonamasuri_Rice (10KG),1,2
5f0a89,STBLR-3,CAMP_SAN_01,P15,3000,3,114,249,0,1,374,380,Atliq_Home_Essential_8_Product_Combo,0,0
127984,STMLR-2,CAMP_DIW_01,P04,290,0,141,125,5,0,315,321,Atliq_Farm_Chakki_Atta (1KG),1,1
e8a904,STCHE-7,CAMP_DIW_01,P05,55,0,112,107,1,0,315,321,Atliq_Scrub_Sponge_For_Dishwash,3,1
f1b7e9,STCHE-3,CAMP_DIW_01,P14,1020,4,52,211,1,0,315,321,Atliq_waterproof_Immersion_Rod,2,1
62d659,STHYD-6,CAMP_DIW_01,P10,65,2,105,137,3,0,315,321,Atliq_Cream_Beauty_Bathing_Soap (125GM),4,1
333b7d,STHYD-6,CAMP_DIW_01,P08,1190,4,49,166,3,0,315,321,Atliq_Double_Bedsheet_set,3,1
da9b71,STVSK-1,CAMP_DIW_01,P06,415,0,63,51,9,0,315,321,Atliq_Fusion_Container_Set_of_3,3,1
463205,STVSK-2,CAMP_DIW_01,P02,860,1,215,371,9,0,315,321,Atliq_Sonamasuri_Rice (10KG),1,1
2b0db4,STMLR-2,CAMP_DIW_01,P14,1020,4,21,73,5,0,315,321,Atliq_waterproof_Immersion_Rod,2,1
003e8d,STCHE-3,CAMP_DIW_01,P02,860,1,371,519,1,0,315,321,Atliq_Sonamasuri_Rice (10KG),1,1
b0ab6c,STHYD-4,CAMP_SAN_01,P06,415,0,34,31,3,1,374,380,Atliq_Fusion_Container_Set_of_3,3,0
2d7f62,STCHE-2,CAMP_SAN_01,P11,190,2,58,68,1,1,374,380,Atliq_Doodh_Kesar_Body_Lotion (200ML),4,0
58df9b,STCBE-2,CAMP_DIW_01,P02,860,1,183,327,2,0,315,321,Atliq_Sonamasuri_Rice (10KG),1,1
f22294,STMYS-1,CAMP_SAN_01,P01,172,1,345,520,6,1,374,380,Atliq_Masoor_Dal (1KG),1,0
6.88E+10,STVJD-0,CAMP_SAN_01,P08,1190,4,22,88,8,1,374,380,Atliq_Double_Bedsheet_set,3,0
41b8f8,STBLR-0,CAMP_DIW_01,P08,1190,4,56,220,0,0,315,321,Atliq_Double_Bedsheet_set,3,1
7.34E+11,STCHE-0,CAMP_DIW_01,P06,415,0,105,92,1,0,315,321,Atliq_Fusion_Container_Set_of_3,3,1
cbe691,STBLR-0,CAMP_DIW_01,P10,65,2,103,134,0,0,315,321,Atliq_Cream_Beauty_Bathing_Soap (125GM),4,1
0f2c3a,STCBE-0,CAMP_SAN_01,P07,300,4,30,117,2,1,374,380,Atliq_Curtains,3,0
5ae6d6,STBLR-1,CAMP_SAN_01,P09,90,0,82,74,0,1,374,380,Atliq_Body_Milk_Nourishing_Lotion (120ML),4,0
a9ee19,STBLR-1,CAMP_SAN_01,P08,1190,4,58,158,0,1,374,380,Atliq_Double_Bedsheet_set,3,0
4ab9ba,STTRV-1,CAMP_SAN_01,P01,172,1,165,232,7,1,374,380,Atliq_Masoor_Dal (1KG),1,0
3164ea,STMDU-2,CAMP_SAN_01,P01,172,1,265,328,4,1,374,380,Atliq_Masoor_Dal (1KG),1,0
7bdc1e,STVSK-4,CAMP_DIW_01,P07,300,4,50,149,9,0,315,321,Atliq_Curtains,3,1
565a38,STTRV-0,CAMP_SAN_01,P07,300,4,30,117,7,1,374,380,Atliq_Curtains,3,0
ab3517,STTRV-1,CAMP_SAN_01,P04,370,4,190,733,7,1,374,380,Atliq_Farm_Chakki_Atta (1KG),1,0
1b295f,STCHE-5,CAMP_DIW_01,P12,62,2,110,130,1,0,315,321,Atliq_Lime_Cool_Bathing_Bar (125GM),4,1
a55960,STBLR-1,CAMP_DIW_01,P08,1190,4,50,149,0,0,315,321,Atliq_Double_Bedsheet_set,3,1
5a0c33,STCBE-2,CAMP_DIW_01,P10,65,2,87,127,2,0,315,321,Atliq_Cream_Beauty_Bathing_Soap (125GM),4,1
74d23a,STCHE-0,CAMP_DIW_01,P07,300,4,75,252,1,0,315,321,Atliq_Curtains,3,1
d105db,STCBE-4,CAMP_SAN_01,P07,300,4,43,111,2,1,374,380,Atliq_Curtains,3,0
1620ea,STMYS-3,CAMP_DIW_01,P06,415,0,101,89,6,0,315,321,Atliq_Fusion_Container_Set_of_3,3,1
2177f8,STMDU-0,CAMP_DIW_01,P04,290,0,234,208,4,0,315,321,Atliq_Farm_Chakki_Atta (1KG),1,1
609bfd,STBLR-1,CAMP_DIW_01,P12,62,2,129,170,0,0,315,321,Atliq_Lime_Cool_Bathing_Bar (125GM),4,1
0013db,STBLR-1,CAMP_SAN_01,P02,860,1,435,622,0,1,374,380,Atliq_Sonamasuri_Rice (10KG),1,2
6f3e24,STHYD-6,CAMP_DIW_01,P15,3000,3,388,1129,3,0,315,321,Atliq_Home_Essential_8_Product_Combo,0,2
79a95a,STHYD-3,CAMP_SAN_01,P15,3000,3,121,200,3,1,374,380,Atliq_Home_Essential_8_Product_Combo,0,0
8cd1ec,STCHE-1,CAMP_SAN_01,P13,350,4,124,324,1,1,374,380,Atliq_High_Glo_15W_LED_Bulb,2,0
e57227,STCHE-6,CAMP_SAN_01,P05,55,0,25,18,1,1,374,380,Atliq_Scrub_Sponge_For_Dishwash,3,0
79577d,STBLR-9,CAMP_DIW_01,P03,156,0,348,337,0,0,315,321,Atliq_Suflower_Oil (1L),1,1
dbaf92,STBLR-6,CAMP_SAN_01,P01,172,1,301,454,0,1,374,380,Atliq_Masoor_Dal (1KG),1,0
27bc6e,STCBE-2,CAMP_DIW_01,P14,1020,4,42,160,2,0,315,321,Atliq_waterproof_Immersion_Rod,2,1
53bb94,STHYD-2,CAMP_DIW_01,P02,860,1,402,611,3,0,315,321,Atliq_Sonamasuri_Rice (10KG),1,1
2fe1bb,STCHE-1,CAMP_SAN_01,P04,370,4,460,1168,1,1,374,380,Atliq_Farm_Chakki_Atta (1KG),1,2
e553f2,STTRV-0,CAMP_DIW_01,P13,350,4,38,129,7,0,315,321,Atliq_High_Glo_15W_LED_Bulb,2,1
fc376a,STHYD-0,CAMP_SAN_01,P14,1020,4,106,422,3,1,374,380,Atliq_waterproof_Immersion_Rod,2,0
fdd666,STMLR-0,CAMP_DIW_01,P06,415,0,38,33,5,0,315,321,Atliq_Fusion_Container_Set_of_3,3,1
bbf357,STVSK-4,CAMP_SAN_01,P11,190,2,40,57,9,1,374,380,Atliq_Doodh_Kesar_Body_Lotion (200ML),4,0
d180ef,STBLR-7,CAMP_SAN_01,P01,172,1,341,531,0,1,374,380,Atliq_Masoor_Dal (1KG),1,0
4888d5,STBLR-3,CAMP_DIW_01,P07,300,4,70,231,0,0,315,321,Atliq_Curtains,3,1
dead78,STVJD-0,CAMP_DIW_01,P12,62,2,68,90,8,0,315,321,Atliq_Lime_Cool_Bathing_Bar (125GM),4,1
c198da,STMDU-2,CAMP_SAN_01,P06,415,0,19,15,4,1,374,380,Atliq_Fusion_Container_Set_of_3,3,0
3cb389,STCHE-6,CAMP_DIW_01,P01,172,1,309,460,1,0,315,321,Atliq_Masoor_Dal (1KG),1,1
667c78,STVSK-4,CAMP_SAN_01,P01,172,1,223,301,9,1,374,380,Atliq_Masoor_Dal (1KG),1,0
02b894,STBLR-2,CAMP_SAN_01,P02,860,1,477,658,0,1,374,380,Atliq_Sonamasuri_Rice (10KG),1,2
1bff17,STCHE-6,CAMP_DIW_01,P05,55,0,112,85,1,0,315,321,Atliq_Scrub_Sponge_For_Dishwash,3,1
d6ff76,STMDU-2,CAMP_DIW_01,P14,1020,4,28,96,4,0,315,321,Atliq_waterproof_Immersion_Rod,2,1
d1e51d,STCBE-4,CAMP_DIW_01,P07,300,4,42,130,2,0,315,321,Atliq_Curtains,3,1
8f2a5a,STVSK-2,CAMP_SAN_01,P11,190,2,25,37,9,1,374,380,Atliq_Doodh_Kesar_Body_Lotion (200ML),4,0
87be33,STBLR-6,CAMP_SAN_01,P13,350,4,120,516,0,1,374,380,Atliq_High_Glo_15W_LED_Bulb,2,0
a1e541,STHYD-1,CAMP_DIW_01,P01,172,1,311,385,3,0,315,321,Atliq_Masoor_Dal (1KG),1,1
6a1a5a,STVSK-0,CAMP_DIW_01,P15,3000,3,250,755,9,0,315,321,Atliq_Home_Essential_8_Product_Combo,0,2
361cfb,STMLR-0,CAMP_DIW_01,P14,1020,4,22,69,5,0,315,321,Atliq_waterproof_Immersion_Rod,2,1
951bda,STBLR-9,CAMP_DIW_01,P07,300,4,63,213,0,0,315,321,Atliq_Curtains,3,1
a692dc,STCHE-1,CAMP_SAN_01,P01,172,1,270,340,1,1,374,380,Atliq_Masoor_Dal (1KG),1,0
94953c,STMLR-2,CAMP_SAN_01,P06,415,0,15,12,5,1,374,380,Atliq_Fusion_Container_Set_of_3,3,0
af100a,STMLR-2,CAMP_SAN_01,P03,200,4,190,752,5,1,374,380,Atliq_Suflower_Oil (1L),1,0
223d36,STMYS-0,CAMP_DIW_01,P10,65,2,129,167,6,0,315,321,Atliq_Cream_Beauty_Bathing_Soap (125GM),4,1
ff43bf,STHYD-2,CAMP_DIW_01,P11,190,2,91,116,3,0,315,321,Atliq_Doodh_Kesar_Body_Lotion (200ML),4,1
44838e,STVJD-1,CAMP_DIW_01,P06,415,0,49,40,8,0,315,321,Atliq_Fusion_Container_Set_of_3,3,1
1fa488,STVJD-0,CAMP_DIW_01,P07,300,4,31,105,8,0,315,321,Atliq_Curtains,3,1
73211e,STCBE-1,CAMP_DIW_01,P01,172,1,182,223,2,0,315,321,Atliq_Masoor_Dal (1KG),1,1
93a29e,STCHE-4,CAMP_SAN_01,P05,55,0,28,22,1,1,374,380,Atliq_Scrub_Sponge_For_Dishwash,3,0
ec5570,STVJD-1,CAMP_DIW_01,P10,65,2,71,95,8,0,315,321,Atliq_Cream_Beauty_Bathing_Soap (125GM),4,1
6ee2af,STHYD-3,CAMP_SAN_01,P02,860,1,595,892,3,1,374,380,Atliq_Sonamasuri_Rice (10KG),1,2
f3a7b2,STHYD-6,CAMP_SAN_01,P01,172,1,306,416,3,1,374,380,Atliq_Masoor_Dal (1KG),1,0
2186aa,STCBE-3,CAMP_SAN_01,P05,55,0,19,15,2,1,374,380,Atliq_Scrub_Sponge_For_Dishwash,3,0
e7bdad,STMLR-1,CAMP_DIW_01,P14,1020,4,24,80,5,0,315,321,Atliq_waterproof_Immersion_Rod,2,1
f90ae9,STCBE-0,CAMP_SAN_01,P13,350,4,82,323,2,1,374,380,Atliq_High_Glo_15W_LED_Bulb,2,0
348fe6,STBLR-8,CAMP_DIW_01,P01,172,1,332,471,0,0,315,321,Atliq_Masoor_Dal (1KG),1,1
17d5c1,STCBE-0,CAMP_DIW_01,P13,350,4,52,173,2,0,315,321,Atliq_High_Glo_15W_LED_Bulb,2,1
8f5618,STBLR-1,CAMP_DIW_01,P04,290,0,302,289,0,0,315,321,Atliq_Farm_Chakki_Atta (1KG),1,1
6bfa15,STCBE-2,CAMP_SAN_01,P06,415,0,16,13,2,1,374,380,Atliq_Fusion_Container_Set_of_3,3,0
aac58d,STBLR-6,CAMP_DIW_01,P08,1190,4,52,204,0,0,315,321,Atliq_Double_Bedsheet_set,3,1
ed0d01,STBLR-2,CAMP_DIW_01,P12,62,2,108,145,0,0,315,321,Atliq_Lime_Cool_Bathing_Bar (125GM),4,1
0eb41f,STVSK-2,CAMP_SAN_01,P01,172,1,232,364,9,1,374,380,Atliq_Masoor_Dal (1KG),1,0
9b8658,STHYD-5,CAMP_DIW_01,P11,190,2,73,97,3,0,315,321,Atliq_Doodh_Kesar_Body_Lotion (200ML),4,1
3bc352,STHYD-3,CAMP_DIW_01,P07,300,4,54,170,3,0,315,321,Atliq_Curtains,3,1
40f110,STBLR-9,CAMP_DIW_01,P12,62,2,122,163,0,0,315,321,Atliq_Lime_Cool_Bathing_Bar (125GM),4,1
55fed8,STCBE-3,CAMP_DIW_01,P09,110,2,40,60,2,0,315,321,Atliq_Body_Milk_Nourishing_Lotion (120ML),4,1
c1cdb5,STCHE-0,CAMP_SAN_01,P15,3000,3,135,286,1,1,374,380,Atliq_Home_Essential_8_Product_Combo,0,0
c134bb,STBLR-8,CAMP_SAN_01,P07,300,4,51,205,0,1,374,380,Atliq_Curtains,3,0
2361c6,STBLR-0,CAMP_DIW_01,P06,415,0,94,83,0,0,315,321,Atliq_Fusion_Container_Set_of_3,3,1
b44f0e,STHYD-2,CAMP_SAN_01,P15,3000,3,136,288,3,1,374,380,Atliq_Home_Essential_8_Product_Combo,0,0
607c9d,STCHE-2,CAMP_SAN_01,P02,860,1,556,711,1,1,374,380,Atliq_Sonamasuri_Rice (10KG),1,2
5ea63d,STCBE-3,CAMP_DIW_01,P12,62,2,82,126,2,0,315,321,Atliq_Lime_Cool_Bathing_Bar (125GM),4,1
323aee,STVSK-0,CAMP_DIW_01,P07,300,4,36,119,9,0,315,321,Atliq_Curtains,3,1
114087,STHYD-3,CAMP_SAN_01,P06,415,0,28,20,3,1,374,380,Atliq_Fusion_Container_Set_of_3,3,0
99482c,STBLR-8,CAMP_SAN_01,P08,1190,4,42,161,0,1,374,380,Atliq_Double_Bedsheet_set,3,0
5ab1d5,STCHE-6,CAMP_DIW_01,P06,415,0,98,76,1,0,315,321,Atliq_Fusion_Container_Set_of_3,3,1
97ad03,STCBE-1,CAMP_SAN_01,P02,860,1,379,462,2,1,374,380,Atliq_Sonamasuri_Rice (10KG),1,2
b666fa,STTRV-1,CAMP_DIW_01,P05,55,0,57,55,7,0,315,321,Atliq_Scrub_Sponge_For_Dishwash,3,1
da3c49,STMLR-2,CAMP_SAN_01,P02,860,1,270,313,5,1,374,380,Atliq_Sonamasuri_Rice (10KG),1,0
3459ec,STCHE-3,CAMP_SAN_01,P02,860,1,468,636,1,1,374,380,Atliq_Sonamasuri_Rice (10KG),1,2
7f81c2,STCHE-2,CAMP_DIW_01,P05,55,0,91,88,1,0,315,321,Atliq_Scrub_Sponge_For_Dishwash,3,1
b17786,STMLR-0,CAMP_SAN_01,P13,350,4,63,163,5,1,374,380,Atliq_High_Glo_15W_LED_Bulb,2,0
2cbc21,STHYD-1,CAMP_SAN_01,P09,90,0,58,47,3,1,374,380,Atliq_Body_Milk_Nourishing_Lotion (120ML),4,0
eacf93,STTRV-1,CAMP_SAN_01,P11,190,2,24,34,7,1,374,380,Atliq_Doodh_Kesar_Body_Lotion (200ML),4,0
0f184e,STVSK-0,CAMP_DIW_01,P05,55,0,89,80,9,0,315,321,Atliq_Scrub_Sponge_For_Dishwash,3,1
52ec61,STBLR-8,CAMP_DIW_01,P10,65,2,133,172,0,0,315,321,Atliq_Cream_Beauty_Bathing_Soap (125GM),4,1
541bef,STHYD-4,CAMP_SAN_01,P01,172,1,234,322,3,1,374,380,Atliq_Masoor_Dal (1KG),1,0
86a92b,STMLR-2,CAMP_DIW_01,P11,190,2,42,45,5,0,315,321,Atliq_Doodh_Kesar_Body_Lotion (200ML),4,1
861116,STBLR-7,CAMP_DIW_01,P06,415,0,96,84,0,0,315,321,Atliq_Fusion_Container_Set_of_3,3,1
c6d7c5,STMYS-3,CAMP_DIW_01,P12,62,2,124,145,6,0,315,321,Atliq_Lime_Cool_Bathing_Bar (125GM),4,1
b58c2d,STMYS-0,CAMP_SAN_01,P02,860,1,499,703,6,1,374,380,Atliq_Sonamasuri_Rice (10KG),1,2
d59c23,STCBE-3,CAMP_DIW_01,P03,156,0,252,224,2,0,315,321,Atliq_Suflower_Oil (1L),1,1
68a7bc,STBLR-5,CAMP_DIW_01,P04,290,0,322,276,0,0,315,321,Atliq_Farm_Chakki_Atta (1KG),1,1
f98db5,STBLR-2,CAMP_SAN_01,P15,3000,3,129,279,0,1,374,380,Atliq_Home_Essential_8_Product_Combo,0,0
ffaba4,STBLR-8,CAMP_SAN_01,P09,90,0,46,33,0,1,374,380,Atliq_Body_Milk_Nourishing_Lotion (120ML),4,0
f725c0,STCBE-3,CAMP_SAN_01,P03,200,4,228,898,2,1,374,380,Atliq_Suflower_Oil (1L),1,2
f8e037,STHYD-2,CAMP_DIW_01,P08,1190,4,52,175,3,0,315,321,Atliq_Double_Bedsheet_set,3,1
b526b4,STCHE-7,CAMP_SAN_01,P02,860,1,525,756,1,1,374,380,Atliq_Sonamasuri_Rice (10KG),1,2
0491f4,STVSK-2,CAMP_DIW_01,P11,190,2,38,58,9,0,315,321,Atliq_Doodh_Kesar_Body_Lotion (200ML),4,1
