event_id,store_id,campaign_id,product_code,base_price,promo_type,quantity_sold(before_promo),quantity_sold(after_promo),city,campaign_name,start_date,end_date,product_name,category
8f5618,STBLR-1,CAMP_DIW_01,P04,290,25% OFF,302,289,Bengaluru,Diwali,12-11-2023,18-11-2023,Atliq_Farm_Chakki_Atta (1KG),Grocery & Staples
6bfa15,STCBE-2,CAMP_SAN_01,P06,415,25% OFF,16,13,Coimbatore,Sankranti,10-01-2024,16-01-2024,Atliq_Fusion_Container_Set_of_3,Home Care
aac58d,STBLR-6,CAMP_DIW_01,P08,1190,BOGOF,52,204,Bengaluru,Diwali,12-11-2023,18-11-2023,Atliq_Double_Bedsheet_set,Home Care
ed0d01,STBLR-2,CAMP_DIW_01,P12,62,50% OFF,108,145,Bengaluru,Diwali,12-11-2023,18-11-2023,Atliq_Lime_Cool_Bathing_Bar (125GM),Personal Care
0eb41f,STVSK-2,CAMP_SAN_01,P01,172,33% OFF,232,364,Visakhapatnam,Sankranti,10-01-2024,16-01-2024,Atliq_Masoor_Dal (1KG),Grocery & Staples
9b8658,STHYD-5,CAMP_DIW_01,P11,190,50% OFF,73,97,Hyderabad,Diwali,12-11-2023,18-11-2023,Atliq_Doodh_Kesar_Body_Lotion (200ML),Personal Care
3bc352,STHYD-3,CAMP_DIW_01,P07,300,BOGOF,54,170,Hyderabad,Diwali,12-11-2023,18-11-2023,Atliq_Curtains,Home Care
40f110,STBLR-9,CAMP_DIW_01,P12,62,50% OFF,122,163,Bengaluru,Diwali,12-11-2023,18-11-2023,Atliq_Lime_Cool_Bathing_Bar (125GM),Personal Care
55fed8,STCBE-3,CAMP_DIW_01,P09,110,50% OFF,40,60,Coimbatore,Diwali,12-11-2023,18-11-2023,Atliq_Body_Milk_Nourishing_Lotion (120ML),Personal Care
c1cdb5,STCHE-0,CAMP_SAN_01,P15,3000,500 Cashback,135,286,Chennai,Sankranti,10-01-2024,16-01-2024,Atliq_Home_Essential_8_Product_Combo,Combo1
c134bb,STBLR-8,CAMP_SAN_01,P07,300,BOGOF,51,205,Bengaluru,Sankranti,10-01-2024,16-01-2024,Atliq_Curtains,Home Care
2361c6,STBLR-0,CAMP_DIW_01,P06,415,25% OFF,94,83,Bengaluru,Diwali,12-11-2023,18-11-2023,Atliq_Fusion_Container_Set_of_3,Home Care
b44f0e,STHYD-2,CAMP_SAN_01,P15,3000,500 Cashback,136,288,Hyderabad,Sankranti,10-01-2024,16-01-2024,Atliq_Home_Essential_8_Product_Combo,Combo1
607c9d,STCHE-2,CAMP_SAN_01,P02,860,33% OFF,556,711,Chennai,Sankranti,10-01-2024,16-01-2024,Atliq_Sonamasuri_Rice (10KG),Grocery & Staples
5ea63d,STCBE-3,CAMP_DIW_01,P12,62,50% OFF,82,126,Coimbatore,Diwali,12-11-2023,18-11-2023,Atliq_Lime_Cool_Bathing_Bar (125GM),Personal Care
323aee,STVSK-0,CAMP_DIW_01,P07,300,BOGOF,36,119,Visakhapatnam,Diwali,12-11-2023,18-11-2023,Atliq_Curtains,Home Care
114087,STHYD-3,CAMP_SAN_01,P06,415,25% OFF,28,20,Hyderabad,Sankranti,10-01-2024,16-01-2024,Atliq_Fusion_Container_Set_of_3,Home Care
99482c,STBLR-8,CAMP_SAN_01,P08,1190,BOGOF,42,161,Bengaluru,Sankranti,10-01-2024,16-01-2024,Atliq_Double_Bedsheet_set,Home Care
5ab1d5,STCHE-6,CAMP_DIW_01,P06,415,25% OFF,98,76,Chennai,Diwali,12-11-2023,18-11-2023,Atliq_Fusion_Container_Set_of_3,Home Care
97ad03,STCBE-1,CAMP_SAN_01,P02,860,33% OFF,379,462,Coimbatore,Sankranti,10-01-2024,16-01-2024,Atliq_Sonamasuri_Rice (10KG),Grocery & Staples
b666fa,STTRV-1,CAMP_DIW_01,P05,55,25% OFF,57,55,Trivandrum,Diwali,12-11-2023,18-11-2023,Atliq_Scrub_Sponge_For_Dishwash,Home Care
da3c49,STMLR-2,CAMP_SAN_01,P02,860,33% OFF,270,313,Mangalore,Sankranti,10-01-2024,16-01-2024,Atliq_Sonamasuri_Rice (10KG),Grocery & Staples
3459ec,STCHE-3,CAMP_SAN_01,P02,860,33% OFF,468,636,Chennai,Sankranti,10-01-2024,16-01-2024,Atliq_Sonamasuri_Rice (10KG),Grocery & Staples
7f81c2,STCHE-2,CAMP_DIW_01,P05,55,25% OFF,91,88,Chennai,Diwali,12-11-2023,18-11-2023,Atliq_Scrub_Sponge_For_Dishwash,Home Care
b17786,STMLR-0,CAMP_SAN_01,P13,350,BOGOF,63,163,Mangalore,Sankranti,10-01-2024,16-01-2024,Atliq_High_Glo_15W_LED_Bulb,Home Appliances
2cbc21,STHYD-1,CAMP_SAN_01,P09,90,25% OFF,58,47,Hyderabad,Sankranti,10-01-2024,16-01-2024,Atliq_Body_Milk_Nourishing_Lotion (120ML),Personal Care
eacf93,STTRV-1,CAMP_SAN_01,P11,190,50% OFF,24,34,Trivandrum,Sankranti,10-01-2024,16-01-2024,Atliq_Doodh_Kesar_Body_Lotion (200ML),Personal Care
0f184e,STVSK-0,CAMP_DIW_01,P05,55,25% OFF,89,80,Visakhapatnam,Diwali,12-11-2023,18-11-2023,Atliq_Scrub_Sponge_For_Dishwash,Home Care
52ec61,STBLR-8,CAMP_DIW_01,P10,65,50% OFF,133,172,Bengaluru,Diwali,12-11-2023,18-11-2023,Atliq_Cream_Beauty_Bathing_Soap (125GM),Personal Care
541bef,STHYD-4,CAMP_SAN_01,P01,172,33% OFF,234,322,Hyderabad,Sankranti,10-01-2024,16-01-2024,Atliq_Masoor_Dal (1KG),Grocery & Staples
86a92b,STMLR-2,CAMP_DIW_01,P11,190,50% OFF,42,45,Mangalore,Diwali,12-11-2023,18-11-2023,Atliq_Doodh_Kesar_Body_Lotion (200ML),Personal Care
861116,STBLR-7,CAMP_DIW_01,P06,415,25% OFF,96,84,Bengaluru,Diwali,12-11-2023,18-11-2023,Atliq_Fusion_Container_Set_of_3,Home Care
c6d7c5,STMYS-3,CAMP_DIW_01,P12,62,50% OFF,124,145,Mysuru,Diwali,12-11-2023,18-11-2023,Atliq_Lime_Cool_Bathing_Bar (125GM),Personal Care
b58c2d,STMYS-0,CAMP_SAN_01,P02,860,33% OFF,499,703,Mysuru,Sankranti,10-01-2024,16-01-2024,Atliq_Sonamasuri_Rice (10KG),Grocery & Staples
d59c23,STCBE-3,CAMP_DIW_01,P03,156,25% OFF,252,224,Coimbatore,Diwali,12-11-2023,18-11-2023,Atliq_Suflower_Oil (1L),Grocery & Staples
68a7bc,STBLR-5,CAMP_DIW_01,P04,290,25% OFF,322,276,Bengaluru,Diwali,12-11-2023,18-11-2023,Atliq_Farm_Chakki_Atta (1KG),Grocery & Staples
f98db5,STBLR-2,CAMP_SAN_01,P15,3000,500 Cashback,129,279,Bengaluru,Sankranti,10-01-2024,16-01-2024,Atliq_Home_Essential_8_Product_Combo,Combo1
ffaba4,STBLR-8,CAMP_SAN_01,P09,90,25% OFF,46,33,Bengaluru,Sankranti,10-01-2024,16-01-2024,Atliq_Body_Milk_Nourishing_Lotion (120ML),Personal Care
f725c0,STCBE-3,CAMP_SAN_01,P03,200,BOGOF,228,898,Coimbatore,Sankranti,10-01-2024,16-01-2024,Atliq_Suflower_Oil (1L),Grocery & Staples
f8e037,STHYD-2,CAMP_DIW_01,P08,1190,BOGOF,52,175,Hyderabad,Diwali,12-11-2023,18-11-2023,Atliq_Double_Bedsheet_set,Home Care
b526b4,STCHE-7,CAMP_SAN_01,P02,860,33% OFF,525,756,Chennai,Sankranti,10-01-2024,16-01-2024,Atliq_Sonamasuri_Rice (10KG),Grocery & Staples
0491f4,STVSK-2,CAMP_DIW_01,P11,190,50% OFF,38,58,Visakhapatnam,Diwali,12-11-2023,18-11-2023,Atliq_Doodh_Kesar_Body_Lotion (200ML),Personal Care
879d99,STHYD-5,CAMP_DIW_01,P09,110,50% OFF,92,124,Hyderabad,Diwali,12-11-2023,18-11-2023,Atliq_Body_Milk_Nourishing_Lotion (120ML),Personal Care
ec3591,STCHE-1,CAMP_SAN_01,P09,90,25% OFF,79,63,Chennai,Sankranti,10-01-2024,16-01-2024,Atliq_Body_Milk_Nourishing_Lotion (120ML),Personal Care
2db607,STCBE-1,CAMP_DIW_01,P14,1020,BOGOF,40,136,Coimbatore,Diwali,12-11-2023,18-11-2023,Atliq_waterproof_Immersion_Rod,Home Appliances
b78191,STBLR-3,CAMP_SAN_01,P14,1020,BOGOF,91,361,Bengaluru,Sankranti,10-01-2024,16-01-2024,Atliq_waterproof_Immersion_Rod,Home Appliances
7b1d41,STMYS-2,CAMP_DIW_01,P14,1020,BOGOF,43,125,Mysuru,Diwali,12-11-2023,18-11-2023,Atliq_waterproof_Immersion_Rod,Home Appliances
a6e691,STCHE-0,CAMP_SAN_01,P03,200,BOGOF,294,1134,Chennai,Sankranti,10-01-2024,16-01-2024,Atliq_Suflower_Oil (1L),Grocery & Staples
f21ef6,STMLR-1,CAMP_SAN_01,P06,415,25% OFF,18,14,Mangalore,Sankranti,10-01-2024,16-01-2024,Atliq_Fusion_Container_Set_of_3,Home Care
b999c5,STMYS-2,CAMP_SAN_01,P03,200,BOGOF,406,1015,Mysuru,Sankranti,10-01-2024,16-01-2024,Atliq_Suflower_Oil (1L),Grocery & Staples
f6aa36,STVSK-3,CAMP_DIW_01,P06,415,25% OFF,63,54,Visakhapatnam,Diwali,12-11-2023,18-11-2023,Atliq_Fusion_Container_Set_of_3,Home Care
d78c78,STCHE-0,CAMP_DIW_01,P14,1020,BOGOF,52,182,Chennai,Diwali,12-11-2023,18-11-2023,Atliq_waterproof_Immersion_Rod,Home Appliances
12573c,STHYD-3,CAMP_SAN_01,P12,62,50% OFF,64,100,Hyderabad,Sankranti,10-01-2024,16-01-2024,Atliq_Lime_Cool_Bathing_Bar (125GM),Personal Care
38ebfb,STCBE-1,CAMP_SAN_01,P10,50,25% OFF,27,20,Coimbatore,Sankranti,10-01-2024,16-01-2024,Atliq_Cream_Beauty_Bathing_Soap (125GM),Personal Care
5d23c1,STVSK-4,CAMP_SAN_01,P12,62,50% OFF,40,58,Visakhapatnam,Sankranti,10-01-2024,16-01-2024,Atliq_Lime_Cool_Bathing_Bar (125GM),Personal Care
449732,STBLR-9,CAMP_DIW_01,P05,55,25% OFF,101,97,Bengaluru,Diwali,12-11-2023,18-11-2023,Atliq_Scrub_Sponge_For_Dishwash,Home Care
b83644,STBLR-6,CAMP_DIW_01,P11,190,50% OFF,75,117,Bengaluru,Diwali,12-11-2023,18-11-2023,Atliq_Doodh_Kesar_Body_Lotion (200ML),Personal Care
17537,STMDU-2,CAMP_SAN_01,P08,1190,BOGOF,33,129,Madurai,Sankranti,10-01-2024,16-01-2024,Atliq_Double_Bedsheet_set,Home Care
ab8eb3,STHYD-6,CAMP_DIW_01,P06,415,25% OFF,85,74,Hyderabad,Diwali,12-11-2023,18-11-2023,Atliq_Fusion_Container_Set_of_3,Home Care
99ce6a,STVSK-3,CAMP_SAN_01,P03,200,BOGOF,250,687,Visakhapatnam,Sankranti,10-01-2024,16-01-2024,Atliq_Suflower_Oil (1L),Grocery & Staples
42b041,STBLR-1,CAMP_DIW_01,P01,172,33% OFF,357,514,Bengaluru,Diwali,12-11-2023,18-11-2023,Atliq_Masoor_Dal (1KG),Grocery & Staples
fd5955,STCBE-0,CAMP_DIW_01,P02,860,33% OFF,313,541,Coimbatore,Diwali,12-11-2023,18-11-2023,Atliq_Sonamasuri_Rice (10KG),Grocery & Staples
9.33E+11,STBLR-3,CAMP_SAN_01,P08,1190,BOGOF,40,154,Bengaluru,Sankranti,10-01-2024,16-01-2024,Atliq_Double_Bedsheet_set,Home Care
268b09,STMLR-1,CAMP_SAN_01,P13,350,BOGOF,49,189,Mangalore,Sankranti,10-01-2024,16-01-2024,Atliq_High_Glo_15W_LED_Bulb,Home Appliances
dcaeaa,STBLR-7,CAMP_DIW_01,P04,290,25% OFF,276,242,Bengaluru,Diwali,12-11-2023,18-11-2023,Atliq_Farm_Chakki_Atta (1KG),Grocery & Staples
d31787,STMYS-2,CAMP_SAN_01,P10,50,25% OFF,25,20,Mysuru,Sankranti,10-01-2024,16-01-2024,Atliq_Cream_Beauty_Bathing_Soap (125GM),Personal Care
f34069,STBLR-9,CAMP_SAN_01,P09,90,25% OFF,61,57,Bengaluru,Sankranti,10-01-2024,16-01-2024,Atliq_Body_Milk_Nourishing_Lotion (120ML),Personal Care
4f40ed,STCHE-5,CAMP_SAN_01,P02,860,33% OFF,564,721,Chennai,Sankranti,10-01-2024,16-01-2024,Atliq_Sonamasuri_Rice (10KG),Grocery & Staples
12bb06,STHYD-1,CAMP_DIW_01,P03,156,25% OFF,351,319,Hyderabad,Diwali,12-11-2023,18-11-2023,Atliq_Suflower_Oil (1L),Grocery & Staples
5f2c41,STCHE-6,CAMP_DIW_01,P08,1190,BOGOF,54,185,Chennai,Diwali,12-11-2023,18-11-2023,Atliq_Double_Bedsheet_set,Home Care
e0de60,STHYD-6,CAMP_DIW_01,P03,156,25% OFF,327,294,Hyderabad,Diwali,12-11-2023,18-11-2023,Atliq_Suflower_Oil (1L),Grocery & Staples
152ae4,STHYD-1,CAMP_SAN_01,P12,62,50% OFF,51,57,Hyderabad,Sankranti,10-01-2024,16-01-2024,Atliq_Lime_Cool_Bathing_Bar (125GM),Personal Care
8e6ee5,STMLR-0,CAMP_DIW_01,P05,55,25% OFF,52,45,Mangalore,Diwali,12-11-2023,18-11-2023,Atliq_Scrub_Sponge_For_Dishwash,Home Care
d0fd0e,STBLR-0,CAMP_SAN_01,P11,190,50% OFF,43,62,Bengaluru,Sankranti,10-01-2024,16-01-2024,Atliq_Doodh_Kesar_Body_Lotion (200ML),Personal Care
4fa17c,STCHE-4,CAMP_DIW_01,P01,172,33% OFF,327,503,Chennai,Diwali,12-11-2023,18-11-2023,Atliq_Masoor_Dal (1KG),Grocery & Staples
bcf305,STCHE-5,CAMP_DIW_01,P09,110,50% OFF,75,80,Chennai,Diwali,12-11-2023,18-11-2023,Atliq_Body_Milk_Nourishing_Lotion (120ML),Personal Care
66050c,STCHE-6,CAMP_SAN_01,P08,1190,BOGOF,60,238,Chennai,Sankranti,10-01-2024,16-01-2024,Atliq_Double_Bedsheet_set,Home Care
407f1c,STBLR-2,CAMP_SAN_01,P13,350,BOGOF,117,469,Bengaluru,Sankranti,10-01-2024,16-01-2024,Atliq_High_Glo_15W_LED_Bulb,Home Appliances
e12c11,STCHE-1,CAMP_SAN_01,P14,1020,BOGOF,112,294,Chennai,Sankranti,10-01-2024,16-01-2024,Atliq_waterproof_Immersion_Rod,Home Appliances
46d57b,STBLR-9,CAMP_DIW_01,P13,350,BOGOF,94,329,Bengaluru,Diwali,12-11-2023,18-11-2023,Atliq_High_Glo_15W_LED_Bulb,Home Appliances
e80ad8,STCHE-7,CAMP_DIW_01,P10,65,50% OFF,136,179,Chennai,Diwali,12-11-2023,18-11-2023,Atliq_Cream_Beauty_Bathing_Soap (125GM),Personal Care
f2bdcc,STBLR-4,CAMP_DIW_01,P01,172,33% OFF,337,478,Bengaluru,Diwali,12-11-2023,18-11-2023,Atliq_Masoor_Dal (1KG),Grocery & Staples
8d20b8,STBLR-5,CAMP_DIW_01,P09,110,50% OFF,75,95,Bengaluru,Diwali,12-11-2023,18-11-2023,Atliq_Body_Milk_Nourishing_Lotion (120ML),Personal Care
f88523,STTRV-1,CAMP_SAN_01,P05,55,25% OFF,10,9,Trivandrum,Sankranti,10-01-2024,16-01-2024,Atliq_Scrub_Sponge_For_Dishwash,Home Care
177b80,STMLR-0,CAMP_SAN_01,P14,1020,BOGOF,37,96,Mangalore,Sankranti,10-01-2024,16-01-2024,Atliq_waterproof_Immersion_Rod,Home Appliances
317699,STCHE-2,CAMP_SAN_01,P03,200,BOGOF,310,1246,Chennai,Sankranti,10-01-2024,16-01-2024,Atliq_Suflower_Oil (1L),Grocery & Staples
ef6d6d,STBLR-2,CAMP_SAN_01,P14,1020,BOGOF,88,346,Bengaluru,Sankranti,10-01-2024,16-01-2024,Atliq_waterproof_Immersion_Rod,Home Appliances
1e51ee,STVSK-3,CAMP_SAN_01,P12,62,50% OFF,43,51,Visakhapatnam,Sankranti,10-01-2024,16-01-2024,Atliq_Lime_Cool_Bathing_Bar (125GM),Personal Care
c55ec9,STBLR-1,CAMP_SAN_01,P15,3000,500 Cashback,136,220,Bengaluru,Sankranti,10-01-2024,16-01-2024,Atliq_Home_Essential_8_Product_Combo,Combo1
6bbadf,STHYD-1,CAMP_DIW_01,P14,1020,BOGOF,43,127,Hyderabad,Diwali,12-11-2023,18-11-2023,Atliq_waterproof_Immersion_Rod,Home Appliances
edaef4,STHYD-5,CAMP_SAN_01,P03,200,BOGOF,416,1630,Hyderabad,Sankranti,10-01-2024,16-01-2024,Atliq_Suflower_Oil (1L),Grocery & Staples
d3f755,STCBE-1,CAMP_SAN_01,P08,1190,BOGOF,43,171,Coimbatore,Sankranti,10-01-2024,16-01-2024,Atliq_Double_Bedsheet_set,Home Care
0ba095,STCBE-1,CAMP_DIW_01,P03,156,25% OFF,274,210,Coimbatore,Diwali,12-11-2023,18-11-2023,Atliq_Suflower_Oil (1L),Grocery & Staples
911349,STHYD-0,CAMP_DIW_01,P15,3000,500 Cashback,397,1214,Hyderabad,Diwali,12-11-2023,18-11-2023,Atliq_Home_Essential_8_Product_Combo,Combo1
6d65d2,STBLR-8,CAMP_SAN_01,P04,370,BOGOF,480,1867,Bengaluru,Sankranti,10-01-2024,16-01-2024,Atliq_Farm_Chakki_Atta (1KG),Grocery & Staples
4ab3bc,STHYD-2,CAMP_SAN_01,P09,90,25% OFF,66,49,Hyderabad,Sankranti,10-01-2024,16-01-2024,Atliq_Body_Milk_Nourishing_Lotion (120ML),Personal Care
c22cf6,STCHE-6,CAMP_SAN_01,P12,62,50% OFF,58,81,Chennai,Sankranti,10-01-2024,16-01-2024,Atliq_Lime_Cool_Bathing_Bar (125GM),Personal Care
cc2182,STMDU-1,CAMP_DIW_01,P12,62,50% OFF,85,117,Madurai,Diwali,12-11-2023,18-11-2023,Atliq_Lime_Cool_Bathing_Bar (125GM),Personal Care
bdf2b8,STVJD-1,CAMP_DIW_01,P12,62,50% OFF,56,71,Vijayawada,Diwali,12-11-2023,18-11-2023,Atliq_Lime_Cool_Bathing_Bar (125GM),Personal Care
db8aa8,STTRV-1,CAMP_SAN_01,P03,200,BOGOF,193,746,Trivandrum,Sankranti,10-01-2024,16-01-2024,Atliq_Suflower_Oil (1L),Grocery & Staples
466d6c,STMYS-1,CAMP_SAN_01,P11,190,50% OFF,31,50,Mysuru,Sankranti,10-01-2024,16-01-2024,Atliq_Doodh_Kesar_Body_Lotion (200ML),Personal Care
6444b7,STCHE-2,CAMP_DIW_01,P06,415,25% OFF,85,81,Chennai,Diwali,12-11-2023,18-11-2023,Atliq_Fusion_Container_Set_of_3,Home Care
f1cd45,STVJD-1,CAMP_DIW_01,P11,190,50% OFF,50,64,Vijayawada,Diwali,12-11-2023,18-11-2023,Atliq_Doodh_Kesar_Body_Lotion (200ML),Personal Care
23421e,STBLR-2,CAMP_SAN_01,P12,62,50% OFF,54,77,Bengaluru,Sankranti,10-01-2024,16-01-2024,Atliq_Lime_Cool_Bathing_Bar (125GM),Personal Care
3c3c49,STCBE-2,CAMP_SAN_01,P08,1190,BOGOF,40,168,Coimbatore,Sankranti,10-01-2024,16-01-2024,Atliq_Double_Bedsheet_set,Home Care
680acd,STHYD-3,CAMP_SAN_01,P11,190,50% OFF,46,73,Hyderabad,Sankranti,10-01-2024,16-01-2024,Atliq_Doodh_Kesar_Body_Lotion (200ML),Personal Care
fe2fe7,STCHE-4,CAMP_DIW_01,P05,55,25% OFF,127,115,Chennai,Diwali,12-11-2023,18-11-2023,Atliq_Scrub_Sponge_For_Dishwash,Home Care
e2abd2,STCHE-3,CAMP_DIW_01,P09,110,50% OFF,73,92,Chennai,Diwali,12-11-2023,18-11-2023,Atliq_Body_Milk_Nourishing_Lotion (120ML),Personal Care
7c51b1,STCBE-0,CAMP_DIW_01,P09,110,50% OFF,59,89,Coimbatore,Diwali,12-11-2023,18-11-2023,Atliq_Body_Milk_Nourishing_Lotion (120ML),Personal Care
494f1b,STVSK-2,CAMP_SAN_01,P13,350,BOGOF,94,374,Visakhapatnam,Sankranti,10-01-2024,16-01-2024,Atliq_High_Glo_15W_LED_Bulb,Home Appliances
144c17,STCHE-2,CAMP_DIW_01,P02,860,33% OFF,411,509,Chennai,Diwali,12-11-2023,18-11-2023,Atliq_Sonamasuri_Rice (10KG),Grocery & Staples
28acbc,STBLR-2,CAMP_DIW_01,P10,65,50% OFF,105,132,Bengaluru,Diwali,12-11-2023,18-11-2023,Atliq_Cream_Beauty_Bathing_Soap (125GM),Personal Care
00af86,STCBE-0,CAMP_SAN_01,P06,415,25% OFF,15,14,Coimbatore,Sankranti,10-01-2024,16-01-2024,Atliq_Fusion_Container_Set_of_3,Home Care
6321fa,STCHE-3,CAMP_SAN_01,P10,50,25% OFF,31,26,Chennai,Sankranti,10-01-2024,16-01-2024,Atliq_Cream_Beauty_Bathing_Soap (125GM),Personal Care
6a7668,STCHE-4,CAMP_SAN_01,P15,3000,500 Cashback,112,321,Chennai,Sankranti,10-01-2024,16-01-2024,Atliq_Home_Essential_8_Product_Combo,Combo1
c7fefa,STMDU-1,CAMP_SAN_01,P11,190,50% OFF,28,40,Madurai,Sankranti,10-01-2024,16-01-2024,Atliq_Doodh_Kesar_Body_Lotion (200ML),Personal Care
c5f80e,STCHE-1,CAMP_DIW_01,P14,1020,BOGOF,43,125,Chennai,Diwali,12-11-2023,18-11-2023,Atliq_waterproof_Immersion_Rod,Home Appliances
86755e,STCHE-4,CAMP_SAN_01,P07,300,BOGOF,45,191,Chennai,Sankranti,10-01-2024,16-01-2024,Atliq_Curtains,Home Care
3.56E+10,STMDU-3,CAMP_SAN_01,P08,1190,BOGOF,36,145,Madurai,Sankranti,10-01-2024,16-01-2024,Atliq_Double_Bedsheet_set,Home Care
a26b45,STBLR-3,CAMP_DIW_01,P01,172,33% OFF,287,413,Bengaluru,Diwali,12-11-2023,18-11-2023,Atliq_Masoor_Dal (1KG),Grocery & Staples
fe7b5d,STHYD-2,CAMP_SAN_01,P03,200,BOGOF,472,1902,Hyderabad,Sankranti,10-01-2024,16-01-2024,Atliq_Suflower_Oil (1L),Grocery & Staples
8d68bc,STHYD-2,CAMP_DIW_01,P03,156,25% OFF,357,289,Hyderabad,Diwali,12-11-2023,18-11-2023,Atliq_Suflower_Oil (1L),Grocery & Staples
9bc176,STHYD-3,CAMP_SAN_01,P04,370,BOGOF,416,1085,Hyderabad,Sankranti,10-01-2024,16-01-2024,Atliq_Farm_Chakki_Atta (1KG),Grocery & Staples
17df71,STHYD-0,CAMP_SAN_01,P08,1190,BOGOF,46,179,Hyderabad,Sankranti,10-01-2024,16-01-2024,Atliq_Double_Bedsheet_set,Home Care
342d35,STCBE-3,CAMP_DIW_01,P08,1190,BOGOF,29,96,Coimbatore,Diwali,12-11-2023,18-11-2023,Atliq_Double_Bedsheet_set,Home Care
d8f51c,STMYS-1,CAMP_DIW_01,P15,3000,500 Cashback,449,1499,Mysuru,Diwali,12-11-2023,18-11-2023,Atliq_Home_Essential_8_Product_Combo,Combo1
cd36b2,STCHE-4,CAMP_DIW_01,P10,65,50% OFF,127,168,Chennai,Diwali,12-11-2023,18-11-2023,Atliq_Cream_Beauty_Bathing_Soap (125GM),Personal Care
780aaa,STMYS-1,CAMP_SAN_01,P06,415,25% OFF,19,14,Mysuru,Sankranti,10-01-2024,16-01-2024,Atliq_Fusion_Container_Set_of_3,Home Care
decd5e,STMDU-2,CAMP_SAN_01,P10,50,25% OFF,21,17,Madurai,Sankranti,10-01-2024,16-01-2024,Atliq_Cream_Beauty_Bathing_Soap (125GM),Personal Care
d88318,STCHE-5,CAMP_DIW_01,P08,1190,BOGOF,45,149,Chennai,Diwali,12-11-2023,18-11-2023,Atliq_Double_Bedsheet_set,Home Care
bf2632,STCHE-1,CAMP_SAN_01,P12,62,50% OFF,57,66,Chennai,Sankranti,10-01-2024,16-01-2024,Atliq_Lime_Cool_Bathing_Bar (125GM),Personal Care
902903,STVSK-2,CAMP_DIW_01,P13,350,BOGOF,49,164,Visakhapatnam,Diwali,12-11-2023,18-11-2023,Atliq_High_Glo_15W_LED_Bulb,Home Appliances
8481be,STCHE-1,CAMP_DIW_01,P04,290,25% OFF,327,287,Chennai,Diwali,12-11-2023,18-11-2023,Atliq_Farm_Chakki_Atta (1KG),Grocery & Staples
333ef0,STHYD-0,CAMP_DIW_01,P14,1020,BOGOF,47,163,Hyderabad,Diwali,12-11-2023,18-11-2023,Atliq_waterproof_Immersion_Rod,Home Appliances
5dd3d3,STVJD-0,CAMP_DIW_01,P09,110,50% OFF,40,54,Vijayawada,Diwali,12-11-2023,18-11-2023,Atliq_Body_Milk_Nourishing_Lotion (120ML),Personal Care
98cc83,STVSK-0,CAMP_DIW_01,P10,65,50% OFF,84,127,Visakhapatnam,Diwali,12-11-2023,18-11-2023,Atliq_Cream_Beauty_Bathing_Soap (125GM),Personal Care
5a6ad7,STBLR-9,CAMP_DIW_01,P14,1020,BOGOF,45,153,Bengaluru,Diwali,12-11-2023,18-11-2023,Atliq_waterproof_Immersion_Rod,Home Appliances
b0cc1e,STBLR-9,CAMP_SAN_01,P02,860,33% OFF,610,847,Bengaluru,Sankranti,10-01-2024,16-01-2024,Atliq_Sonamasuri_Rice (10KG),Grocery & Staples
21b73e,STTRV-0,CAMP_DIW_01,P05,55,25% OFF,61,59,Trivandrum,Diwali,12-11-2023,18-11-2023,Atliq_Scrub_Sponge_For_Dishwash,Home Care
c3c9e3,STVSK-1,CAMP_DIW_01,P15,3000,500 Cashback,301,869,Visakhapatnam,Diwali,12-11-2023,18-11-2023,Atliq_Home_Essential_8_Product_Combo,Combo1
b76f57,STBLR-8,CAMP_DIW_01,P13,350,BOGOF,66,220,Bengaluru,Diwali,12-11-2023,18-11-2023,Atliq_High_Glo_15W_LED_Bulb,Home Appliances
95792f,STMDU-2,CAMP_SAN_01,P15,3000,500 Cashback,106,243,Madurai,Sankranti,10-01-2024,16-01-2024,Atliq_Home_Essential_8_Product_Combo,Combo1
53b2fd,STHYD-6,CAMP_DIW_01,P01,172,33% OFF,320,467,Hyderabad,Diwali,12-11-2023,18-11-2023,Atliq_Masoor_Dal (1KG),Grocery & Staples
6a54d2,STCHE-5,CAMP_SAN_01,P01,172,33% OFF,303,360,Chennai,Sankranti,10-01-2024,16-01-2024,Atliq_Masoor_Dal (1KG),Grocery & Staples
cb7ddd,STVJD-1,CAMP_DIW_01,P09,110,50% OFF,49,65,Vijayawada,Diwali,12-11-2023,18-11-2023,Atliq_Body_Milk_Nourishing_Lotion (120ML),Personal Care
f57184,STHYD-5,CAMP_SAN_01,P05,55,25% OFF,21,18,Hyderabad,Sankranti,10-01-2024,16-01-2024,Atliq_Scrub_Sponge_For_Dishwash,Home Care
4f76ac,STMYS-3,CAMP_DIW_01,P04,290,25% OFF,383,344,Mysuru,Diwali,12-11-2023,18-11-2023,Atliq_Farm_Chakki_Atta (1KG),Grocery & Staples
3b086a,STBLR-4,CAMP_SAN_01,P06,415,25% OFF,36,29,Bengaluru,Sankranti,10-01-2024,16-01-2024,Atliq_Fusion_Container_Set_of_3,Home Care
0cc836,STVSK-0,CAMP_SAN_01,P05,55,25% OFF,18,14,Visakhapatnam,Sankranti,10-01-2024,16-01-2024,Atliq_Scrub_Sponge_For_Dishwash,Home Care
aacd2a,STMYS-3,CAMP_SAN_01,P10,50,25% OFF,25,21,Mysuru,Sankranti,10-01-2024,16-01-2024,Atliq_Cream_Beauty_Bathing_Soap (125GM),Personal Care
